brain_region,measurement,standard_deviation,measurement_type,measurement_unit,cell_type,source_title,comment,specimen_age
"Posterolateral visual area, layer 5",9761.4722251921,829.0839916783,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
posteromedial visual area,4667.4272819767,496.1566962168,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"posteromedial visual area, layer 1",86.936646411,31.582094394299997,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"posteromedial visual area, layer 2/3",2073.0352996665,436.9158087332,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"posteromedial visual area, layer 4",5954.3423568114,1197.1460775205999,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"posteromedial visual area, layer 5",10054.4269691106,972.036091167,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Anterior cingulate area,3802.5054686637,294.3350152965,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Anterior cingulate area, dorsal part",3805.2607844308,321.937263492,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Anterior cingulate area, dorsal part, layer 1",565.8409761834,66.49322507939999,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Anterior cingulate area, dorsal part, layer 2/3",4434.504379187,365.1987507418,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Anterior cingulate area, dorsal part, layer 5",6219.4353913059995,516.4716855659,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Anterior cingulate area, ventral part",3800.4696043376002,285.7453490917,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Anterior cingulate area, ventral part, layer 1",664.1441427665001,197.78836007709998,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Anterior cingulate area, ventral part, layer 2/3",4398.2705626733,345.63527963769997,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Anterior cingulate area, ventral part, layer 5",7342.5820012935,603.5345514965001,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Anterior cingulate area, ventral part, 6a",3173.1232551092,338.01807510369997,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Prelimbic area,1705.7686101768,282.9371297401,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Prelimbic area, layer 1",219.193245633,72.2100009496,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Prelimbic area, layer 2",1063.3089320802,265.52749365610003,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Prelimbic area, layer 2/3",1643.4720039006,314.8248754342,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Prelimbic area, layer 5",2922.8034927637,477.5578620923,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Orbital area,3844.5874447882,371.7100559572,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Orbital area, lateral part",4616.1465623232,434.68087303370004,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Orbital area, lateral part, layer 1",2537.0998541839003,582.1712378244,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Orbital area, lateral part, layer 2/3",5527.373603497,512.1120290526001,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Orbital area, lateral part, layer 5",5419.3411114198,502.5822936803,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Orbital area, medial part",1957.3607352361998,255.76905069240001,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Orbital area, medial part, layer 1",332.47292650919997,89.8265638167,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Orbital area, medial part, layer 2",638.1423616747,169.9263842172,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Orbital area, medial part, layer 2/3",1875.9924635343,309.4904039971,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Orbital area, medial part, layer 5",3433.7768864857003,440.49341912589995,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Orbital area, ventrolateral part",4040.7499690854997,394.3344478629,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Orbital area, ventrolateral part, layer 1",1599.9137474319,449.56292188730004,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Orbital area, ventrolateral part, layer 2/3",4970.9247538149,483.5176320236,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Orbital area, ventrolateral part, layer 5",6468.2576691949,555.1942608674,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Agranular insular area,2013.5283479737,200.9020060772,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Agranular insular area, dorsal part",2535.5656154293,242.33707072419998,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Agranular insular area, dorsal part, layer 1",518.6611301486,219.9698853865,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Agranular insular area, dorsal part, layer 2/3",2815.5484459282,273.66431827810004,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Agranular insular area, dorsal part, layer 5",3759.6114494377002,323.6893018665,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Agranular insular area, posterior part",751.2075590049001,144.4496427684,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Agranular insular area, posterior part, layer 1",49.9278132087,12.696801289200002,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Agranular insular area, posterior part, layer 2/3",933.5773286703,172.9258747039,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Agranular insular area, posterior part, layer 5",1360.8300718716,292.6244360979,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Agranular insular area, ventral part",2361.8157001389,213.31579719229998,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Agranular insular area, ventral part, layer 1",322.8897863809,117.2914110161,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Agranular insular area, ventral part, layer 2/3",2146.1935494134,197.3435960957,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Agranular insular area, ventral part, layer 5",3784.0445178354,374.25575025029997,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
Retrosplenial area,5191.220708629799,399.705304126,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Retrosplenial area, lateral agranular part",3625.7253835353004,369.2925736967,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Retrosplenial area, lateral agranular part, layer 1",139.7191686592,73.36338056390001,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Retrosplenial area, lateral agranular part, layer 2/3",3578.5174980366996,637.9767750846,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Retrosplenial area, lateral agranular part, layer 5",6062.9333882025,497.6853180852,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Retrosplenial area, dorsal part",5175.499110868,382.6634539707,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Retrosplenial area, dorsal part, layer 1",368.1907927266,91.5892720195,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Retrosplenial area, dorsal part, layer 2/3",5267.2090484785995,465.1273630589,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
"Retrosplenial area, dorsal part, layer 5",8283.3092109752,593.8373685994001,cell density,number of cells per mm^3,PV+,Brain-wide Maps Reveal Stereotyped Cell-Type-Based Cortical Architecture and Subcortical Sexual Dimorphism,Average over genders,8- to 10-week old
